,Isolate.ID,Project,Primary.ioslation.date,Date.Extracted.x,Date,Location,Current.Isolate.Status,Phytophthora.likely.x,Morphology,Species,Ready.to.Extract,Media,Backup.Location,Notes.x,Sample.Extraction.Number,Sample.Number..Soil.or.Tissue.,Secondary.Isolation.Number,Sample.Substrate,Priority,Date.Extracted.y,Extraction.Kit,Qubit..ng.ul.,Notes.y,PCR.Amplification.Date,Successful.Amplification.,Tentative.Results..Internal.NCBI.Oomcycete.including.voucher.blast.,Genus,Oomycete,Sample,Isolate Number,Collection.Date,iNat.User,url,place_guess,latitude,longitude,scientific_name,common_name,plant.health.condition,plant.symptom,Dieback.percent,site.type,site.area.disturbance.level,site.hydrology,site.location.description,slope.position,percent.of.plants..of.same.species..affected.within.sight....,regeneration.present.,soil.sample.number,Phytophthora.likely.y,Notes,Notes.Extra
123,FZJ074-1 Soil,Swordfern Soil Bait Isolates,4/9/25,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium debaryanum,yes,V8B,,,FHL0160,FZJ074,1,Soil,,4/30/25,Prepman,9.18,,6/10/25,y,Globisporangium debaryanum,Globisporangium,Oomycete,FZJ074,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 2,,"Dead/dying site, dying",
124,FZJ074-2 Soil,Swordfern Soil Bait Isolates,4/9/25,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Phytophthora cambivora,yes,V8B,.,,FHL0161,FZJ074,2,Soil,,4/30/25,Prepman,3.83,,5/22/25,y,Phytophthora cambivora,Phytophthora,Oomycete,FZJ074,2 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 2,,"Dead/dying site, dying",
125,FZJ074-3 Soil,Swordfern Soil Bait Isolates,4/11/25,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Phytophthora cambivora,yes,V8B,.,,FHL0162,FZJ074,3,Soil,,4/30/25,Prepman,3.78,,5/22/25,y,Phytophthora cambivora,Phytophthora,Oomycete,FZJ074,3 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 2,,"Dead/dying site, dying",
126,FZJ075-1 Soil,Swordfern Soil Bait Isolates,4/14/25,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 24,Mortierella,yes,V8B,,,FHL0163,FZJ075,1,Soil,,4/30/25,Prepman,4.52,,5/22/25,y,,,Fungi,FZJ075,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 3,,"Dead/Dying site, stump",
127,FZJ075-2 Soil,Swordfern Soil Bait Isolates,,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,,,unknown,no,PARPHV8,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ075,2 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 3,,"Dead/Dying site, stump",
128,FZJ075-3 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 24,Mortierella,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ075,3 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 3,,"Dead/Dying site, stump",
129,FZJ076-1 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,"unknown, low quality sequence",yes,V8B,,,FHL0164,FZJ076,1,Soil,,4/30/25,Prepman,5.97,Not Sequenced,5/22/25,y,,,,FZJ076,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 4,,"Dead/Dying site, stump",
130,FZJ076-2 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,unknown,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ076,2 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 4,,"Dead/Dying site, stump",
131,FZJ076-3 Soil,Swordfern Soil Bait Isolates,,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,Y,,Phytophthora syringae,no,PARPHV8,,,FHL0233,FZJ076,3,Soil,,6/4/25,Prepman,0.561,,6/12/25,y,Phytophthora syringae,Phytophthora,Oomycete,FZJ076,3 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 4,,"Dead/Dying site, stump",
132,FZJ076-4 Soil,Swordfern Soil Bait Isolates,,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,,,unknown,no,PARPHV8,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ076,4 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 4,,"Dead/Dying site, stump",
133,FZJ077-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 9,Pythium attrantheridium,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ077,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262607476,"SE 158th St, Issaquah, WA, US",47.46058471,-121.9879506,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,60,No there are not any new plants,Issaquah Site 4 Fern 1,,"Dead/dying site, dying",
134,FZJ078-1 Soil,Swordfern Soil Bait Isolates,,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium senticosum,yes,V8B,,,FHL0165,FZJ078,1,Soil,,5/1/25,Prepman,53.9,,6/10/25,y,Pythium senticosum,Pythium,Oomycete,FZJ078,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262607476,"SE 158th St, Issaquah, WA, US",47.46058471,-121.9879506,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,60,No there are not any new plants,Issaquah Site 4 Fern 2,,"Dead/dying site, dying",
135,FZJ079-1 Soil,Swordfern Soil Bait Isolates,4/10/25,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 25,Phytophthora abietivora,yes,V8B,.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ079,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262607476,"SE 158th St, Issaquah, WA, US",47.46058471,-121.9879506,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,60,No there are not any new plants,Issaquah Site 4 Fern 3,,"Dead/Dying site, stump",
136,FZJ079-2 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 25,Phytophthora abietivora,yes,V8B,.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ079,2 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262607476,"SE 158th St, Issaquah, WA, US",47.46058471,-121.9879506,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,60,No there are not any new plants,Issaquah Site 4 Fern 3,,"Dead/Dying site, stump",
137,FZJ079-3 Soil,Swordfern Soil Bait Isolates,,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 25,Phytophthora abietivora,yes,V8B,.,,FHL0166,FZJ079,3,Soil,,5/1/25,Prepman,14.5,,5/22/25,y,Phytophthora flexuosa?,Phytophthora,Oomycete,FZJ079,3 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262607476,"SE 158th St, Issaquah, WA, US",47.46058471,-121.9879506,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,60,No there are not any new plants,Issaquah Site 4 Fern 3,,"Dead/Dying site, stump",
138,FZJ080-1 Soil,Swordfern Soil Bait Isolates,4/10/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Mortierella,yes,V8B,,,FHL0167,FZJ080,1,Soil,,5/1/25,Prepman,9.05,May have been two isolates with same number or two plates of same isolate,5/22/25,y,,,Fungi,FZJ080,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262607476,"SE 158th St, Issaquah, WA, US",47.46058471,-121.9879506,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,60,No there are not any new plants,Issaquah Site 4 Fern 4,,"Dead/Dying site, stump",
139,FZJ080-1 Soil,Swordfern Soil Bait Isolates,4/10/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Mortierella,yes,V8B,,,FHL0168,FZJ080,1,Soil,,5/1/25,Prepman,20.1,May have been two isolates with same number or two plates of same isolate,5/22/25,y,Globisporangium intermedium,Globisporangium,Oomycete,FZJ080,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262607476,"SE 158th St, Issaquah, WA, US",47.46058471,-121.9879506,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,60,No there are not any new plants,Issaquah Site 4 Fern 4,,"Dead/Dying site, stump",
140,FZJ080-1 Soil,Swordfern Soil Bait Isolates,,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Globisporangium intermedium,yes,V8B,,,FHL0167,FZJ080,1,Soil,,5/1/25,Prepman,9.05,May have been two isolates with same number or two plates of same isolate,5/22/25,y,,,Fungi,FZJ080,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262607476,"SE 158th St, Issaquah, WA, US",47.46058471,-121.9879506,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,60,No there are not any new plants,Issaquah Site 4 Fern 4,,"Dead/Dying site, stump",
141,FZJ080-1 Soil,Swordfern Soil Bait Isolates,,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Globisporangium intermedium,yes,V8B,,,FHL0168,FZJ080,1,Soil,,5/1/25,Prepman,20.1,May have been two isolates with same number or two plates of same isolate,5/22/25,y,Globisporangium intermedium,Globisporangium,Oomycete,FZJ080,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262607476,"SE 158th St, Issaquah, WA, US",47.46058471,-121.9879506,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,60,No there are not any new plants,Issaquah Site 4 Fern 4,,"Dead/Dying site, stump",
142,FZJ080-2 Soil,Swordfern Soil Bait Isolates,,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,,,unknown,no,PARPHV8,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ080,2 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262607476,"SE 158th St, Issaquah, WA, US",47.46058471,-121.9879506,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,60,No there are not any new plants,Issaquah Site 4 Fern 4,,"Dead/Dying site, stump",
143,FZJ081-1 Root,Swordfern Roots,,4/2/25,3/17/25,Clean oomycetes on V8,final,,,Mortierella,N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ081,1 Root,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263292031,"NE Mountain Lake Dr, Belfair, WA, US",47.52071,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,75,No there are not any new plants,"belfair site 1, fern 1",,Dying,
144,FZJ081-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,unknown,yes,V8B,,not enough mycelia growth to extract,,FZJ081,1,Soil,,5/1/25,Prepman,NA,not enough mycelia growth to extract,,,,,,FZJ081,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263292031,"NE Mountain Lake Dr, Belfair, WA, US",47.52071,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,75,No there are not any new plants,"belfair site 1, fern 1",,Dying,
145,FZJ081-2 Soil,Swordfern Soil Bait Isolates,4/10/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium senticosum,yes,V8B,,,FHL0169,FZJ081,2,Soil,,5/1/25,Prepman,22.5,,6/10/25,y,Pythium senticosum,Pythium,Oomycete,FZJ081,2 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263292031,"NE Mountain Lake Dr, Belfair, WA, US",47.52071,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,75,No there are not any new plants,"belfair site 1, fern 1",,Dying,
146,FZJ081-3 Soil,Swordfern Soil Bait Isolates,4/11/25,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,Y,,Phytophthora obscura,no,PARPHV8,,,FHL0226,FZJ081,3,Soil,,6/4/25,Prepman,0.894,,6/12/25,y,Phytophthora obscura,Phytophthora,Oomycete,FZJ081,3 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263292031,"NE Mountain Lake Dr, Belfair, WA, US",47.52071,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,75,No there are not any new plants,"belfair site 1, fern 1",,Dying,
147,FZJ082-1 Soil,Swordfern Soil Bait Isolates,,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium debaryanum,yes,V8B,,,FHL0170,FZJ082,1,Soil,,5/1/25,Prepman,27.2,,6/10/25,y,Globisporangium debaryanum,Globisporangium,Oomycete,FZJ082,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263292031,"NE Mountain Lake Dr, Belfair, WA, US",47.52071,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,75,No there are not any new plants,"belfair site 1, fern 2",,Dying,
148,FZJ082-2 Soil,Swordfern Soil Bait Isolates,4/14/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Phytophthora pseudosyringae,yes,V8B,,,FHL0171,FZJ082,2,Soil,,5/1/25,Prepman,3.03,,6/10/25,y,Phytophthora pseudosyringae,Phytophthora,Oomycete,FZJ082,2 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263292031,"NE Mountain Lake Dr, Belfair, WA, US",47.52071,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,75,No there are not any new plants,"belfair site 1, fern 2",,Dying,
149,FZJ082-3 Soil,Swordfern Soil Bait Isolates,4/14/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium debaryanum,yes,V8B,,,FHL0172,FZJ082,3,Soil,,5/1/25,Prepman,11.2,,6/10/25,y,Globisporangium debaryanum,Globisporangium,Oomycete,FZJ082,3 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263292031,"NE Mountain Lake Dr, Belfair, WA, US",47.52071,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,75,No there are not any new plants,"belfair site 1, fern 2",,Dying,
150,FZJ083-1 Soil,Swordfern Soil Bait Isolates,4/9/25,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 10,Pythium senticosum,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ083,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263292031,"NE Mountain Lake Dr, Belfair, WA, US",47.52071,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,75,No there are not any new plants,"belfair site 1, fern 3",Yes,Dead,
151,FZJ083-2 Soil,Swordfern Soil Bait Isolates,4/10/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 10,Pythium senticosum,yes,V8B,,,FHL0173,FZJ083,2,Soil,,5/1/25,Prepman,16.5,,6/10/25,y,Pythium senticosum,Pythium,Oomycete,FZJ083,2 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263292031,"NE Mountain Lake Dr, Belfair, WA, US",47.52071,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,75,No there are not any new plants,"belfair site 1, fern 3",Yes,Dead,
152,FZJ084-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 11,Pythium attrantheridium,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ084,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263295333,"NE Mountain Lake Dr, Belfair, WA, US",47.52052,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,65,No there are not any new plants,"belfair site 2, fern 1",,Dying,
153,FZJ084-2 Soil,Swordfern Soil Bait Isolates,,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 11,Pythium attrantheridium,yes,V8B,,,FHL0174,FZJ084,2,Soil,,5/1/25,Prepman,12.2,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ084,2 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263295333,"NE Mountain Lake Dr, Belfair, WA, US",47.52052,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,65,No there are not any new plants,"belfair site 2, fern 1",,Dying,
154,FZJ085-1 Root,Swordfern Roots,,,3/14/25,PDR Isolates/Swordfern Roots,secondary,,,unknown,no,PARPHV8,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ085,1 Root,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263295333,"NE Mountain Lake Dr, Belfair, WA, US",47.52052,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,65,No there are not any new plants,"belfair site 2, fern 2",,Dying,
155,FZJ085-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium intermedium,yes,V8B,,,FHL0175,FZJ085,1,Soil,,5/1/25,Prepman,35,,6/10/25,y,Globisporangium intermedium,Globisporangium,Oomycete,FZJ085,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263295333,"NE Mountain Lake Dr, Belfair, WA, US",47.52052,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,65,No there are not any new plants,"belfair site 2, fern 2",,Dying,
156,FZJ085-2 Root,Swordfern Roots,,,3/14/25,PDR Isolates/Swordfern Roots,"growing, secondary",,,unknown,no,PARPHV8,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ085,2 Root,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263295333,"NE Mountain Lake Dr, Belfair, WA, US",47.52052,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,65,No there are not any new plants,"belfair site 2, fern 2",,Dying,
157,FZJ086-1 Soil,Swordfern Soil Bait Isolates,4/10/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium intermedium,yes,V8B,,,FHL0176,FZJ086,1,Soil,,5/1/25,Prepman,18.2,,6/10/25,y,Globisporangium intermedium,Globisporangium,Oomycete,FZJ086,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263295333,"NE Mountain Lake Dr, Belfair, WA, US",47.52052,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,65,No there are not any new plants,"belfair site 2, fern 3",,Dead,
158,FZJ086-2 Soil,Swordfern Soil Bait Isolates,4/14/25,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ086,2 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263295333,"NE Mountain Lake Dr, Belfair, WA, US",47.52052,-122.827,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,35,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,65,No there are not any new plants,"belfair site 2, fern 3",,Dead,
159,FZJ087-1 Soil,Swordfern Soil Bait Isolates,4/10/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0177,FZJ087,1,Soil,,5/1/25,Prepman,22.3,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ087,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263391626,"NE Mountain Lake Dr, Belfair, WA, US",47.52045,-122.828,Polystichum munitum,western sword fern,Fair,Collapse of Some Fronds,15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,15,Yes there are new plants,"belfair site 3, fern 1",,Dying,
160,FZJ088-1 Soil,Swordfern Soil Bait Isolates,4/9/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0178,FZJ088,1,Soil,,5/1/25,Prepman,23.1,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ088,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263391626,"NE Mountain Lake Dr, Belfair, WA, US",47.52045,-122.828,Polystichum munitum,western sword fern,Fair,Collapse of Some Fronds,15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,15,Yes there are new plants,"belfair site 3, fern 2",Yes,Dying,
161,FZJ088-2 Soil,Swordfern Soil Bait Isolates,,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 26,Phytophthora plurivora,yes,V8B,.,,FHL0179,FZJ088,2,Soil,,5/1/25,Prepman,14,,5/22/25,y,Phytophthora plurivora,Phytophthora,Oomycete,FZJ088,2 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263391626,"NE Mountain Lake Dr, Belfair, WA, US",47.52045,-122.828,Polystichum munitum,western sword fern,Fair,Collapse of Some Fronds,15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,15,Yes there are new plants,"belfair site 3, fern 2",Yes,Dying,
162,FZJ089-1 Soil,Swordfern Soil Bait Isolates,4/9/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Phytophthora attenuata,yes,V8B,.,,FHL0180,FZJ089,1,Soil,,5/1/25,Prepman,9.34,,5/22/25,y,Phytophthora attenuata,Phytophthora,Oomycete,FZJ089,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263391626,"NE Mountain Lake Dr, Belfair, WA, US",47.52045,-122.828,Polystichum munitum,western sword fern,Fair,Collapse of Some Fronds,15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,15,Yes there are new plants,"belfair site 3, fern 3",Yes,Healthy,
